1	0	0	0	0	0	0	0	0	0	0	0	0	0.777	0.777	0.777	0.334	0.335	0.334	0.334	0.335	0.334	0.335	0.335	0.665	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.889	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	0	0.779	0.775	0.779	0.332	0.333	0.332	0.333	0.334	0.333	0.334	0.334	0.667	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.889	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	0	0.777	0.779	0.777	0.335	0.334	0.335	0.335	0.334	0.335	0.334	0.334	0.666	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.888	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	0	0.778	0.778	0.778	0.332	0.332	0.332	0.332	0.332	0.332	0.332	0.332	0.668	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0	0	0	0	0	0	0	0	0	
0.983	0.026	0	0	0	0	0	0	0	0	0	0.696	0	0.638	0.506	0.638	0.55	0.548	0.55	0.462	0.417	0.462	0.428	0.353	0.731	0.114	0.579	0.724	0.555	0.924	0.005	0.002	0.005	0	0	0	0	0	0.009	0.007	0	0.995	0.994	0.87	0.87	0.872	0.869	0.922	0.918	0.922	0.921	0.921	0.92	0.92	0.918	0.987	0.986	0.985	0.984	0.863	0	0	0	0	0	0	0	0	0.001	
0.994	0.007	0	0	0	0	0	0	0	0	0	1	0	0.58	0.42	0.58	0.59	0.589	0.59	0.528	0.452	0.528	0.383	0.243	0.805	0.168	0.973	0.675	1	1	0	0	0	0	0	0	0	0	0.003	0.003	0	0.999	0.997	0.896	0.897	0.902	0.905	0.901	0.903	0.9	0.903	0.9	0.903	0.9	0.903	0.996	0.997	0.994	0.996	0.871	0	0	0	0	0	0	0	0.001	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.543	0.528	0.543	0.548	0.523	0.548	0.496	0.466	0.496	0.478	0.404	0.462	0.468	0.924	0.084	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.991	0.99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.887	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.554	0.517	0.554	0.559	0.527	0.559	0.541	0.514	0.541	0.479	0.41	0.453	0.469	0.926	0.084	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	0.999	0.991	0.992	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.89	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.563	0.514	0.563	0.534	0.542	0.534	0.506	0.47	0.506	0.489	0.402	0.462	0.463	0.924	0.084	1	1	0	0	0	0	0	0	0	0	0	0	0	0.998	0.998	0.988	0.989	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.887	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.552	0.449	0.552	0.609	0.582	0.609	0.533	0.465	0.533	0.386	0.255	0.787	0.191	0.969	0.639	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.907	0.909	0.911	0.911	0.911	0.911	0.911	0.911	0.911	0.911	0.911	0.911	1	1	1	1	0.859	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.574	0.441	0.574	0.593	0.591	0.593	0.501	0.452	0.501	0.408	0.27	0.732	0.224	0.958	0.549	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.923	0.922	0.926	0.925	0.926	0.925	0.926	0.925	0.926	0.925	0.926	0.925	1	1	1	1	0.863	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.541	0.53	0.541	0.541	0.513	0.541	0.52	0.491	0.52	0.478	0.409	0.466	0.473	0.925	0.084	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.99	0.99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.886	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.576	0.519	0.576	0.525	0.54	0.525	0.482	0.463	0.482	0.48	0.401	0.463	0.462	0.923	0.087	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.99	0.99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.885	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.554	0.518	0.554	0.549	0.532	0.549	0.531	0.496	0.531	0.487	0.401	0.458	0.464	0.927	0.083	1	1	0	0	0	0	0	0	0	0	0	0	0	0.998	0.998	0.989	0.989	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.882	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.585	0.403	0.585	0.601	0.615	0.601	0.514	0.453	0.514	0.372	0.21	0.865	0.119	0.98	0.77	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.886	0.886	0.889	0.889	0.889	0.889	0.889	0.889	0.889	0.889	0.889	0.889	1	1	1	1	0.856	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.569	0.469	0.569	0.558	0.574	0.558	0.513	0.466	0.513	0.438	0.302	0.659	0.293	0.951	0.418	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	0.998	0.938	0.938	0.946	0.945	0.946	0.945	0.946	0.945	0.946	0.945	0.946	0.945	0.999	0.998	0.999	0.998	0.871	0	0	0	0	0	0	0	0.001	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.554	0.525	0.554	0.534	0.517	0.534	0.486	0.486	0.486	0.484	0.4	0.469	0.471	0.925	0.084	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0.999	0.99	0.99	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	0.875	0	0	0	0	0	0	0	0.002	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.549	0.54	0.549	0.528	0.541	0.528	0.506	0.488	0.506	0.475	0.4	0.46	0.466	0.92	0.089	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	0.999	0.989	0.989	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.879	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.542	0.534	0.542	0.548	0.538	0.548	0.491	0.487	0.491	0.477	0.405	0.461	0.468	0.93	0.081	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	0.999	0.989	0.988	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.871	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.583	0.391	0.583	0.612	0.625	0.612	0.502	0.444	0.502	0.353	0.175	0.948	0.053	0.994	0.898	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	1	1	1	1	0.845	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.564	0.487	0.564	0.554	0.57	0.554	0.521	0.483	0.521	0.457	0.342	0.58	0.362	0.939	0.285	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	0.999	0.957	0.959	0.967	0.967	0.967	0.967	0.967	0.967	0.967	0.967	0.967	0.967	0.999	0.999	0.999	0.999	0.866	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.556	0.519	0.556	0.544	0.527	0.544	0.502	0.465	0.502	0.484	0.406	0.458	0.467	0.925	0.083	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	0.998	0.988	0.988	0.999	0.998	0.999	0.998	0.999	0.998	0.999	0.998	0.999	0.998	0.999	0.998	0.999	0.998	0.894	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.562	0.518	0.562	0.541	0.538	0.541	0.49	0.483	0.49	0.482	0.407	0.466	0.47	0.921	0.084	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	1	0.989	0.992	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.88	0	0	0	0	0	0	0	0.002	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.543	0.53	0.543	0.556	0.523	0.556	0.488	0.462	0.488	0.481	0.4	0.48	0.45	0.93	0.115	1	1	0	0	0	0	0	0	0	0	0	0	0	0.997	1	0.983	0.985	0.992	0.994	0.992	0.994	0.992	0.994	0.992	0.994	0.992	0.994	0.997	1	0.997	1	0.881	0	0	0	0	0	0	0	0.001	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.574	0.407	0.574	0.616	0.632	0.616	0.519	0.457	0.519	0.358	0.193	0.894	0.087	0.98	0.826	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.878	0.878	0.88	0.881	0.88	0.881	0.88	0.881	0.88	0.881	0.88	0.881	1	1	1	1	0.852	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.544	0.525	0.544	0.544	0.505	0.544	0.5	0.461	0.5	0.478	0.408	0.463	0.465	0.927	0.083	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.989	0.989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.896	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.544	0.535	0.544	0.548	0.537	0.548	0.501	0.492	0.501	0.476	0.404	0.468	0.469	0.929	0.08	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	0.999	0.989	0.989	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.86	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.575	0.461	0.575	0.581	0.576	0.581	0.509	0.459	0.509	0.431	0.318	0.654	0.305	0.951	0.408	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	0.999	0.992	0.992	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.873	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.584	0.41	0.584	0.609	0.605	0.609	0.508	0.441	0.508	0.373	0.209	0.873	0.114	0.977	0.781	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.998	0.998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.865	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.557	0.518	0.557	0.548	0.536	0.548	0.53	0.493	0.53	0.486	0.399	0.456	0.464	0.927	0.083	1	1	0	0	0	0	0	0	0	0	0	0	0	0.998	0.998	0.989	0.989	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.881	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.532	0.538	0.532	0.554	0.523	0.554	0.51	0.461	0.51	0.474	0.405	0.455	0.464	0.921	0.087	1	1	0	0	0	0	0	0	0	0	0	0	0	0.998	0.999	0.992	0.991	0.998	0.999	0.998	0.999	0.998	0.999	0.998	0.999	0.998	0.999	0.998	0.999	0.998	0.999	0.902	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.566	0.51	0.566	0.546	0.531	0.546	0.51	0.491	0.51	0.483	0.411	0.461	0.471	0.927	0.081	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	1	0.989	0.991	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.88	0	0	0	0	0	0	0	0.002	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.56	0.448	0.56	0.594	0.56	0.594	0.516	0.454	0.516	0.41	0.273	0.732	0.239	0.962	0.538	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	1	0.994	0.993	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.878	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.571	0.441	0.571	0.596	0.584	0.596	0.528	0.459	0.528	0.397	0.247	0.794	0.182	0.976	0.647	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	0.999	0.998	0.997	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.871	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.546	0.529	0.546	0.548	0.55	0.548	0.486	0.469	0.486	0.482	0.407	0.461	0.466	0.924	0.083	1	1	0	0	0	0	0	0	0	0	0	0	0	0.998	0.998	0.989	0.988	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.873	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.542	0.527	0.542	0.554	0.522	0.554	0.546	0.521	0.546	0.473	0.4	0.458	0.472	0.93	0.082	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.99	0.988	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.539	0.533	0.539	0.53	0.512	0.53	0.496	0.467	0.496	0.476	0.406	0.464	0.466	0.926	0.082	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.989	0.989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.887	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.575	0.427	0.575	0.616	0.583	0.616	0.521	0.465	0.521	0.391	0.254	0.81	0.174	0.975	0.665	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.995	0.996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.865	0	0	0	0	0	0	0	0.001	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.571	0.443	0.571	0.588	0.563	0.588	0.514	0.473	0.514	0.412	0.283	0.719	0.247	0.963	0.515	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.994	0.995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.871	0	0	0	0	0	0	0	0.001	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.554	0.521	0.554	0.549	0.521	0.549	0.516	0.481	0.516	0.484	0.409	0.459	0.47	0.926	0.085	1	1	0	0	0	0	0	0	0	0	0	0	0	0.998	1	0.987	0.988	0.998	1	0.998	1	0.998	1	0.998	1	0.998	1	0.998	1	0.998	1	0.888	0	0	0	0	0	0	0	0.001	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.551	0.531	0.551	0.551	0.526	0.551	0.501	0.506	0.501	0.482	0.404	0.47	0.467	0.926	0.082	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0.999	0.99	0.992	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	1	0.999	0.874	0	0	0	0	0	0	0	0.003	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.562	0.518	0.562	0.537	0.519	0.537	0.522	0.499	0.522	0.491	0.404	0.464	0.463	0.923	0.083	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0.998	0.992	0.992	1	0.998	1	0.998	1	0.998	1	0.998	1	0.998	1	0.998	1	0.998	0.881	0	0	0	0	0	0	0	0.002	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.589	0.397	0.589	0.631	0.603	0.631	0.52	0.455	0.52	0.362	0.206	0.883	0.105	0.985	0.797	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.998	0.998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.864	0	0	0	0	0	0	0	0.001	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.557	0.48	0.557	0.577	0.546	0.577	0.51	0.462	0.51	0.427	0.327	0.644	0.31	0.952	0.386	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.994	0.993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.88	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.549	0.524	0.549	0.554	0.52	0.554	0.5	0.492	0.5	0.478	0.41	0.464	0.47	0.925	0.084	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.991	0.992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.88	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.557	0.514	0.557	0.543	0.524	0.543	0.52	0.486	0.52	0.493	0.409	0.464	0.468	0.926	0.082	1	1	0	0	0	0	0	0	0	0	0	0	0	0.998	0.997	0.992	0.99	0.998	0.997	0.998	0.997	0.998	0.997	0.998	0.997	0.998	0.997	0.998	0.997	0.998	0.997	0.898	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.557	0.524	0.557	0.542	0.525	0.542	0.528	0.5	0.528	0.479	0.398	0.46	0.465	0.928	0.086	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	0.999	0.991	0.991	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.874	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.595	0.386	0.595	0.616	0.609	0.616	0.512	0.452	0.512	0.365	0.188	0.915	0.072	0.989	0.854	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.999	0.999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.859	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.557	0.529	0.557	0.541	0.534	0.541	0.511	0.496	0.511	0.48	0.406	0.464	0.473	0.929	0.081	1	1	0	0	0	0	0	0	0	0	0	0	0	0.999	0.999	0.989	0.987	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.999	0.875	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.55	0.525	0.55	0.546	0.526	0.546	0.526	0.479	0.526	0.482	0.402	0.456	0.464	0.92	0.089	1	1	0	0	0	0	0	0	0	0	0	0	0	0.998	0.998	0.987	0.985	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.887	0	0	0	0	0	0	0	0.001	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.555	0.489	0.555	0.57	0.532	0.57	0.521	0.482	0.521	0.444	0.35	0.593	0.356	0.944	0.303	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.991	0.992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.882	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	1	0	0.589	0.391	0.589	0.621	0.615	0.621	0.513	0.443	0.513	0.357	0.178	0.93	0.059	0.987	0.883	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.999	0.999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.859	0	0	0	0	0	0	0	0	0	
