1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	 -8191082867458278538
0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	 2361544503891696510
1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	 -6262227110952060370
1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	 -3804725564619151499
1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	 -2560544384282721036
0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	 6215551621682388926
1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	 -2268529608422164233
0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	 3577731489606764518
1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	 -8748331954942776961
0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	 5510084625660591149
1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	 -3036177304605563275
1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	 -605984520647379872
1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1	 -5825049888861761145
0	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	 5993920477579077501
0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	0	 4811663644643538310
0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	 2803874667075930163
1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	 -1855821053602078156
0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	 5442930147172114453
0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	 2880936976586038475
0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	1	 7378211005900307573
0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	 4796598697566199685
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	1	0	 1729709253726656978
0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	 1187756855599638553
0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	 2000890884273455018
1	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	 -5915996612265848722
0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	 3271894304843249800
1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	 -4386767478822364296
0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	 1702038613143084064
0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	 8236378595710760571
1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	 -7147051710954176692
1	1	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	 -2758025125548721829
0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	 6476538799356864797
1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	1	 -7583782544818185807
0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	 3860946546863296101
1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	 -8381012814345269105
0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	 4836383459238145179
0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	 4591467730689013947
1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	 -2594858500123077238
0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	 3594748038873055265
1	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	1	 -6593939053301689421
0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	 6062939683829658189
1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	 -945961221570778846
1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	 -7626167754711394387
1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	 -5947600456927659344
1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	 -4910294322297110223
1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	 -1802453552407604288
0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	 2328589203919542689
1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	 -2845989285257733040
1	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	 -5487553279996565750
0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	 2131289422727761336
0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	 7366982895387528384
0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	 4652685069095263696
1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	 -2126394330552037628
1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	 -7550127486049017797
0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	 4344729181551773162
1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	 -702808906868941565
0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	1	 2565988912218848527
1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	 -7186446454528405756
1	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	 -3590950759479861389
0	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	 8981318872266272777
0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	 2392279826115997030
1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	 -2874455232639242575
1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	 -4833578252662881475
1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	 -2176592645502584811
1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	 -2573112100251557813
0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	 5369740987134288898
1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	 -3023654232601002831
1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	 -855858186019093352
0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	 7053698379369830851
0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	 3057357487527677936
0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	 3204892139926757385
0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	 1374668595694306872
0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	0	 1265321947915281038
1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	 -8698149884309971832
1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	 -6623001736480401671
0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	 95641359556030698
0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	0	 5509419020060292404
0	0	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	 4425560910615692274
1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	1	1	 -6635062346733276557
1	0	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	 -5449413857539807555
0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	 5915646355989071539
1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	 -5180396241380522364
0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	 518406620609179146
0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	1	 6877528664110291589
1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	 -8013029025872328268
1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	 -6981371427061101330
0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	 3925020473952241708
0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	 243771415077590216
0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	 3217231910894705817
0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	1	 644566231373009299
1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	 -3076786114814838117
